"Cycle","Time","Iso","LatentIso","Microns","Fish_id","Watershed","Year","MA","TrueState","StateConfidence"
1,0,0.707632618351782,0.707010039276386,302,"simulated_moderate","Simulated",2023,0.707625260859059,1,0.993307149075715
2,0.524,0.707774899421762,0.707019430591296,304,"simulated_moderate","Simulated",2023,0.707752198963118,1,0.987046272469304
3,1.048,0.708055449025049,0.707037386639971,306,"simulated_moderate","Simulated",2023,0.707769665864402,1,0.975075573352886
4,1.572,0.707073216698743,0.707071138809766,308,"simulated_moderate","Simulated",2023,0.707815491367023,1,0.952574126822433
5,2.096,0.708325018783908,0.70713259951581,310,"simulated_moderate","Simulated",2023,0.707844148932238,1,0.911600322792942
6,2.62,0.706420912734119,0.707238303657321,312,"simulated_moderate","Simulated",2023,0.707933498056381,1,0.841130895119085
7,3.144,0.706079307794754,0.707403412132055,314,"simulated_moderate","Simulated",2023,0.707887579157065,1,0.731058578630005
8,3.668,0.707110365292204,0.707626144690306,316,"simulated_moderate","Simulated",2023,0.707944841104881,1,0.582570206462315
9,4.192,0.708322169608755,0.707873855309693,318,"simulated_moderate","Simulated",2023,0.707936950025546,2,0.582570206462315
10,4.716,0.707577723510008,0.708096587867945,320,"simulated_moderate","Simulated",2023,0.708003243088385,2,0.731058578630005
11,5.24,0.70950618822856,0.708261696342679,322,"simulated_moderate","Simulated",2023,0.708005960092008,2,0.841130895119085
12,5.764,0.709148518107768,0.708367400484189,324,"simulated_moderate","Simulated",2023,0.708112774198772,2,0.911600322792942
13,6.288,0.707979268679809,0.708428861190234,326,"simulated_moderate","Simulated",2023,0.708213622768322,2,0.952574126822433
14,6.812,0.708411222901106,0.708462613360029,328,"simulated_moderate","Simulated",2023,0.708259536779787,2,0.975075573352886
15,7.336,0.708245354845245,0.708480569408704,330,"simulated_moderate","Simulated",2023,0.70831193743246,2,0.987046272469304
16,7.86,0.709273734918516,0.7085,332,"simulated_moderate","Simulated",2023,0.70838286217115,2,0.993307149075715
17,8.384,0.707152876768018,0.708510039276386,334,"simulated_moderate","Simulated",2023,0.708552557682759,2,0.993307149075715
18,8.908,0.708918294217754,0.708519430591296,336,"simulated_moderate","Simulated",2023,0.708798753285847,2,0.987046272469304
19,9.432,0.707794910597517,0.708537386639971,338,"simulated_moderate","Simulated",2023,0.708911003964815,2,0.975075573352886
20,9.956,0.709262811282329,0.708571138809766,340,"simulated_moderate","Simulated",2023,0.70901136057048,2,0.952574126822433
21,10.48,0.708060300164454,0.70863259951581,342,"simulated_moderate","Simulated",2023,0.70918425593735,2,0.911600322792942
22,11.004,0.709875714593826,0.708738303657321,344,"simulated_moderate","Simulated",2023,0.709217751694935,2,0.841130895119085
23,11.528,0.709892719382324,0.708903412132055,346,"simulated_moderate","Simulated",2023,0.709204077657431,2,0.731058578630005
24,12.052,0.709019643265808,0.709126144690306,348,"simulated_moderate","Simulated",2023,0.709350089457262,2,0.582570206462315
25,12.576,0.708173630404884,0.709373855309693,350,"simulated_moderate","Simulated",2023,0.709427677745353,3,0.582570206462315
26,13.1,0.709814438296392,0.709596587867945,352,"simulated_moderate","Simulated",2023,0.709477720676787,3,0.731058578630005
27,13.624,0.7099845184779,0.709761696342679,354,"simulated_moderate","Simulated",2023,0.709506941556493,3,0.841130895119085
28,14.148,0.711249415459607,0.709867400484189,356,"simulated_moderate","Simulated",2023,0.709705374150403,3,0.911600322792942
29,14.672,0.709467629550532,0.709928861190234,358,"simulated_moderate","Simulated",2023,0.709775506509381,3,0.952574126822433
30,15.196,0.710429658327722,0.709962613360029,360,"simulated_moderate","Simulated",2023,0.709933361010834,3,0.975075573352886
31,15.72,0.711208526214268,0.709980569408704,362,"simulated_moderate","Simulated",2023,0.709981077984817,3,0.987046272469304
32,16.244,0.710209599137865,0.71,364,"simulated_moderate","Simulated",2023,0.710167937553945,3,0.993307149075715
33,16.768,0.708861363320182,0.710010039276386,366,"simulated_moderate","Simulated",2023,0.710200083278787,3,0.993307149075715
34,17.292,0.711045516476258,0.710019430591296,368,"simulated_moderate","Simulated",2023,0.710252925680923,3,0.987046272469304
35,17.816,0.710040576951015,0.710037386639971,370,"simulated_moderate","Simulated",2023,0.710332386929993,3,0.975075573352886
36,18.34,0.709296256405353,0.710071138809766,372,"simulated_moderate","Simulated",2023,0.710547106089414,3,0.952574126822433
37,18.864,0.709887373392347,0.71013259951581,374,"simulated_moderate","Simulated",2023,0.710615122576635,3,0.911600322792942
38,19.388,0.711319961240122,0.710238303657321,376,"simulated_moderate","Simulated",2023,0.71063894828412,3,0.841130895119085
39,19.912,0.710391073756289,0.710403412132055,378,"simulated_moderate","Simulated",2023,0.710630566398092,3,0.731058578630005
40,20.436,0.71110985512804,0.710626144690306,380,"simulated_moderate","Simulated",2023,0.710679697300472,3,0.582570206462315
41,20.96,0.710264867735973,0.710873855309693,382,"simulated_moderate","Simulated",2023,0.710696733293869,4,0.582570206462315
42,21.484,0.711984351116143,0.711096587867945,384,"simulated_moderate","Simulated",2023,0.710748552718241,4,0.731058578630005
43,22.008,0.710550774815513,0.711261696342679,386,"simulated_moderate","Simulated",2023,0.71079558041091,4,0.841130895119085
44,22.532,0.71100240982718,0.711367400484189,388,"simulated_moderate","Simulated",2023,0.710934843897292,4,0.911600322792942
45,23.056,0.710688329496276,0.711428861190234,390,"simulated_moderate","Simulated",2023,0.711021929134209,4,0.952574126822433
46,23.58,0.712682732752715,0.711462613360029,392,"simulated_moderate","Simulated",2023,0.711122794788968,4,0.975075573352886
47,24.104,0.711242784528025,0.711480569408704,394,"simulated_moderate","Simulated",2023,0.711235474459042,4,0.987046272469304
48,24.628,0.710484858335089,0.7115,396,"simulated_moderate","Simulated",2023,0.711355558103502,4,0.993307149075715
49,25.152,0.711073395853024,0.7115,398,"simulated_moderate","Simulated",2023,0.711368901764994,4,1
50,25.676,0.710499378500506,0.7115,400,"simulated_moderate","Simulated",2023,0.711391568738292,4,1
51,26.2,0.710787414189055,0.7115,402,"simulated_moderate","Simulated",2023,0.711459725475356,4,1
52,26.724,0.712296734126098,0.7115,404,"simulated_moderate","Simulated",2023,0.711525299931888,4,1
53,27.248,0.711197180683911,0.7115,406,"simulated_moderate","Simulated",2023,0.711532610641387,4,1
54,27.772,0.711785896534193,0.7115,408,"simulated_moderate","Simulated",2023,0.711593071862627,4,1
55,28.296,0.712874306451529,0.7115,410,"simulated_moderate","Simulated",2023,0.711625454333154,4,1
56,28.82,0.712158755700942,0.7115,412,"simulated_moderate","Simulated",2023,0.711681247586205,4,1
57,29.344,0.711662529476918,0.7115,414,"simulated_moderate","Simulated",2023,0.711569229651205,4,1
58,29.868,0.712409129926003,0.7115,416,"simulated_moderate","Simulated",2023,0.711606423965655,4,1
59,30.392,0.711600178131461,0.7115,418,"simulated_moderate","Simulated",2023,0.711607552028292,4,1
60,30.916,0.710867080195527,0.7115,420,"simulated_moderate","Simulated",2023,0.711626059855365,4,1
61,31.44,0.712541146606393,0.7115,422,"simulated_moderate","Simulated",2023,0.711673589158803,4,1
62,31.964,0.711641931323148,0.7115,424,"simulated_moderate","Simulated",2023,0.711691289419215,4,1
63,32.488,0.712137876015622,0.7115,426,"simulated_moderate","Simulated",2023,0.711596587537881,4,1
64,33.012,0.711820460461546,0.7115,428,"simulated_moderate","Simulated",2023,0.711672482305424,4,1
65,33.536,0.711682441708259,0.7115,430,"simulated_moderate","Simulated",2023,0.711650489445,4,1
66,34.06,0.711859987810347,0.7115,432,"simulated_moderate","Simulated",2023,0.711523410838066,4,1
67,34.584,0.71033035611771,0.7115,434,"simulated_moderate","Simulated",2023,0.711446836057057,4,1
68,35.108,0.712023865131475,0.7115,436,"simulated_moderate","Simulated",2023,0.711479886421468,4,1
69,35.632,0.710508547650464,0.7115,438,"simulated_moderate","Simulated",2023,0.711470565718257,4,1
70,36.156,0.711462060221564,0.7115,440,"simulated_moderate","Simulated",2023,0.711437654956803,4,1
71,36.68,0.711497493872698,0.7115,442,"simulated_moderate","Simulated",2023,0.71148976253831,4,1
72,37.204,0.711159119657706,0.7115,444,"simulated_moderate","Simulated",2023,0.71138152232419,4,1
73,37.728,0.71030799461808,0.7115,446,"simulated_moderate","Simulated",2023,0.711417834897141,4,1
74,38.252,0.712790970802307,0.7115,448,"simulated_moderate","Simulated",2023,0.711335451373851,4,1
75,38.776,0.711324046465289,0.7115,450,"simulated_moderate","Simulated",2023,0.71133466083701,4,1
76,39.3,0.710205655705929,0.7115,452,"simulated_moderate","Simulated",2023,0.711359685040586,4,1
77,39.824,0.710550685299747,0.7115,454,"simulated_moderate","Simulated",2023,0.711291019061852,4,1
